days,tf
0.001,0.0021931416877620856
0.009007007007007007,0.0037949568192216154
0.017014014014014013,0.004440446651085976
0.02502102102102102,0.0048779293991447455
0.033028028028028025,0.0052134751761050415
0.04103503503503503,0.005486317168649184
0.04904204204204204,0.005715777108999006
0.05704904904904905,0.00591295232519664
0.06505605605605605,0.006084873510536973
0.07306306306306305,0.00623631166512746
0.08107007007007005,0.006370673991426501
0.08907707707707707,0.00649049205305902
0.09708408408408407,0.006597707431113337
0.10509109109109108,0.006693848506724223
0.1130980980980981,0.006780144923362543
0.1211051051051051,0.006857604514448983
0.1291121121121121,0.006927066649937874
0.13711911911911911,0.0069892402312560714
0.1451261261261261,0.007044731382930633
0.15313313313313312,0.007094064044306588
0.1611401401401401,0.007137695554630541
0.16914714714714713,0.007176028635041971
0.17715415415415414,0.0072094207302284136
0.18516116116116113,0.007238191383685045
0.19316816816816815,0.0072626281270108985
0.20117517517517516,0.0072829912313976935
0.20918218218218215,0.0072995175773949315
0.21718918918918917,0.007312423833884008
0.22519619619619619,0.0073219090903956655
0.23320320320320317,0.007328157052824348
0.2412102102102102,0.0073313378874573
0.24921721721721718,0.007331609779480843
0.2572242242242242,0.007329120257979103
0.2652312312312312,0.007324007328661923
0.27323823823823823,0.007316400447269519
0.2812452452452452,0.007306421360170843
0.2892522522522522,0.0072941848336432824
0.2972592592592592,0.0072797992893572
0.30526626626626624,0.007263367360442407
0.31327327327327326,0.007244986379998905
0.3212802802802802,0.0072247488118915406
0.32928728728728723,0.0072027426320317636
0.33729429429429425,0.00717905166701776
0.34530130130130127,0.007153755895914675
0.3533083083083083,0.007126931720060486
0.3613153153153153,0.007098652205042683
0.36932232232232226,0.007068987298376141
0.3773293293293293,0.007038004025900009
0.3853363363363363,0.007005766669482273
0.3933433433433433,0.006972336928259819
0.4013503503503503,0.006937774065337364
0.4093573573573573,0.006902135041610807
0.4173643643643643,0.006865474638161295
0.4253713713713713,0.006827845568479597
0.43337837837837834,0.006789298581620293
0.44138538538538535,0.006749882557248421
0.44939239239239237,0.006709644593422894
0.45739939939939933,0.006668630087859421
0.46540640640640635,0.006626882813327344
0.47341341341341336,0.006584444987758483
0.4814204204204204,0.006541357339579533
0.4894274274274274,0.006497659168721697
0.49743443443443436,0.0064533884037104505
0.5054414414414414,0.006408581655194254
0.5134484484484484,0.006363274266231912
0.5214554554554554,0.006317500359624189
0.5294624624624624,0.006271292882545211
0.5374694694694694,0.006224683648702519
0.5454764764764765,0.0061777033782311795
0.5534834834834834,0.006130381735506575
0.5614904904904904,0.006082747365041993
0.5694974974974975,0.006034827925620728
0.5775045045045044,0.005986650122797872
0.5855115115115115,0.0059382397398938915
0.5935185185185184,0.0058896216675905335
0.6015255255255254,0.005840819932229166
0.6095325325325325,0.005791857722902488
0.6175395395395394,0.005742757417422076
0.6255465465465465,0.005693540607236898
0.6335535535535535,0.005644228121371169
0.6415605605605604,0.005594840049443906
0.6495675675675675,0.005545395763827073
0.6575745745745745,0.005495913940994443
0.6655815815815815,0.005446412582108716
0.6735885885885885,0.0053969090328906365
0.6815955955955956,0.005347420002810093
0.6896026026026025,0.005297961583636034
0.6976096096096095,0.0052485492673790485
0.7056166166166166,0.005199197963657812
0.7136236236236235,0.0051499220165181
0.7216306306306306,0.005100735220730979
