days,tf
0.001,0.003372536303668377
0.009007007007007007,0.00583117045587266
0.017014014014014013,0.006814134956782124
0.02502102102102102,0.007473099058437896
0.033028028028028025,0.007971652878102326
0.04103503503503503,0.008370467822362804
0.04904204204204204,0.008699527952094391
0.05704904904904905,0.008976130023751906
0.06505605605605605,0.009211290974279586
0.07306306306306305,0.009412534268868854
0.08107007007007005,0.009585272236765448
0.08907707707707707,0.009733559736342967
0.09708408408408407,0.009860535434528273
0.10509109109109108,0.009968695050211099
0.1130980980980981,0.010060068364283319
0.1211051051051051,0.010136338241400292
0.1291121121121121,0.010198923203883901
0.13711911911911911,0.010249036267206708
0.1451261261261261,0.010287727837157316
0.15313313313313312,0.010315917620398463
0.1611401401401401,0.010334418785539508
0.16914714714714713,0.010343956546127901
0.17715415415415414,0.010345182655627828
0.18516116116116113,0.010338686857841542
0.19316816816816815,0.010325006036874721
0.20117517517517516,0.010304631606034419
0.20918218218218215,0.010278015532498762
0.21718918918918917,0.010245575293688077
0.22519619619619619,0.010207697988755588
0.23320320320320317,0.01016474377578908
0.2412102102102102,0.010117048766340191
0.24921721721721718,0.010064927479806222
0.2572242242242242,0.010008674938239155
0.2652312312312312,0.00994856846542844
0.27323823823823823,0.00988486924123669
0.2812452452452452,0.009817823652183708
0.2892522522522522,0.009747664471464716
0.2972592592592592,0.009674611895433926
0.30526626626626624,0.009598874458699202
0.31327327327327326,0.009520649846069628
0.3212802802802802,0.009440125616459348
0.32928728728728723,0.00935747985131207
0.33729429429429425,0.00927288173804621
0.34530130130130127,0.0091864920973325
0.3533083083083083,0.00909846386162929
0.3613153153153153,0.009008942511255901
0.36932232232232226,0.008918066473335604
0.3773293293293293,0.008825967488149664
0.3853363363363363,0.00873277094678377
0.3933433433433433,0.008638596203394192
0.4013503503503503,0.008543556864954921
0.4093573573573573,0.008447761060953164
0.4173643643643643,0.008351311695167025
0.4253713713713713,0.00825430668137559
0.43337837837837834,0.008156839164610153
0.44138538538538535,0.00805899772934877
0.44939239239239237,0.007960866595879504
0.45739939939939933,0.007862525805905941
0.46540640640640635,0.007764051398337713
0.47341341341341336,0.0076655155760961624
0.4814204204204204,0.007566986864667714
0.4894274274274274,0.007468530263053227
0.49743443443443436,0.0073702073876883035
0.5054414414414414,0.007272076609845819
0.5134484484484484,0.007174193186976704
0.5214554554554554,0.007076609388396333
0.5294624624624624,0.006979374615681895
0.5374694694694694,0.006882535518109028
0.5454764764764765,0.006786136103423521
0.5534834834834834,0.006690217844215572
0.5614904904904904,0.006594819780138963
0.5694974974974975,0.00649997861619549
0.5775045045045044,0.006405728817285605
0.5855115115115115,0.006312102699209033
0.5935185185185184,0.006219130516283905
0.6015255255255254,0.006126840545739563
0.6095325325325325,0.006035259169026162
0.6175395395395394,0.005944410950173691
0.6255465465465465,0.005854318711323391
0.6335535535535535,0.005765003605546327
0.6415605605605604,0.005676485187056128
0.6495675675675675,0.005588781478916223
0.6575745745745745,0.005501909038335896
0.6655815815815815,0.005415883019643811
0.6735885885885885,0.005330717235022986
0.6815955955955956,0.005246424213086479
0.6896026026026025,0.005163015255369194
0.6976096096096095,0.005080500490807434
0.7056166166166166,0.004998888928274466
0.7136236236236235,0.004918188507237357
0.7216306306306306,0.004838406146597464
0.7296376376376376,0.004759547791774377
0.7376446446446445,0.0046816184600907374
0.7456516516516516,0.004604622284513127
0.7536586586586586,0.004528562555802162
