days,tf
0.001,0.01523849145911341
0.009007007007007007,0.026087841927660244
0.017014014014014013,0.029990723550696024
0.02502102102102102,0.03221579586302081
0.033028028028028025,0.03354197980272402
0.04103503503503503,0.034275105502658575
0.04904204204204204,0.03457788808206954
0.05704904904904905,0.03455256729449741
0.06505605605605605,0.03427045144357111
0.07306306306306305,0.033784823316623615
0.08107007007007005,0.0331373846273167
0.08907707707707707,0.03236180810172659
0.09708408408408407,0.03148585568997347
0.10509109109109108,0.030532728493796794
0.1130980980980981,0.029521978647875206
0.1211051051051051,0.028470158068820733
0.1291121121121121,0.027391301697574397
0.13711911911911911,0.026297302118198876
0.1451261261261261,0.025198209923941253
0.15313313313313312,0.024102481271916616
0.1611401401401401,0.023017186400015575
0.16914714714714713,0.02194818820877444
0.17715415415415414,0.020900297100064306
0.18516116116116113,0.019877406413892275
0.19316816816816815,0.018882611606510363
0.20117517517517516,0.017918315523479597
0.20918218218218215,0.016986321591286227
0.21718918918918917,0.01608791638783302
0.22519619619619619,0.015223942797103969
0.23320320320320317,0.014394864769164812
0.2412102102102102,0.013600824569358107
0.24921721721721718,0.01284169329449912
0.2572242242242242,0.012117115348950058
0.2652312312312312,0.011426547503053082
0.27323823823823823,0.010769293096244487
0.2812452452452452,0.010144531894464535
0.2892522522522522,0.009551346064406333
0.2972592592592592,0.008988742684536807
0.30526626626626624,0.00845567317390254
0.31327327327327326,0.007951049983996808
0.3212802802802802,0.00747376086606421
0.32928728728728723,0.007022680995911355
0.33729429429429425,0.006596683210390843
0.34530130130130127,0.006194646584078832
0.3533083083083083,0.005815463551142221
0.3613153153153153,0.00545804575586573
0.36932232232232226,0.005121328795664857
0.3773293293293293,0.004804276002530393
0.3853363363363363,0.00450588139262046
0.3933433433433433,0.004225171899023064
0.4013503503503503,0.003961208989445556
0.4093573573573573,0.003713089758638599
0.4173643643643643,0.003479947574627005
0.4253713713713713,0.003260952348197649
0.43337837837837834,0.0030553104864897277
0.44138538538538535,0.0028622645838551368
0.44939239239239237,0.002681092896320682
0.45739939939939933,0.0025111086399109135
0.46540640640640635,0.0023516591477056566
0.47341341341341336,0.002202124915742535
0.4814204204204204,0.002061918563668224
0.4894274274274274,0.0019304837323359033
0.49743443443443436,0.0018072939372871999
0.5054414414414414,0.001691851394197261
0.5134484484484484,0.00158368582985781
0.5214554554554554,0.0014823532900856036
0.5294624624624624,0.001387434954037508
0.5374694694694694,0.0012985359627559045
0.5454764764764765,0.0012152842683309751
0.5534834834834834,0.0011373295088237519
0.5614904904904904,0.001064341913022398
0.5694974974974975,0.0009960112381837396
0.5775045045045044,0.0009320457431239713
0.5855115115115115,0.0008721711983505721
0.5935185185185184,0.000816129934357245
0.6015255255255254,0.0007636799287221355
0.6095325325325325,0.0007145939322456052
0.6175395395395394,0.0006686586340270053
0.6255465465465465,0.0006256738651016187
0.6335535535535535,0.0005854518400312093
0.6415605605605604,0.0005478164356575755
0.6495675675675675,0.0005126025060821395
0.6575745745745745,0.00047965523282049905
0.6655815815815815,0.00044882950899441436
0.6735885885885885,0.00041998935636084476
0.6815955955955956,0.0003930073739347357
0.6896026026026025,0.00036776421693627913
0.6976096096096095,0.0003441481047815075
0.7056166166166166,0.00032205435683512894
0.7136236236236235,0.00030138495465426945
0.7216306306306306,0.0002820481294696256
0.7296376376376376,0.0002639579736748431
0.7376446446446445,0.0002470340751244708
0.7456516516516516,0.00023120117307440558
0.7536586586586586,0.000216388834635473
0.7616656656656656,0.00020253115064974457
0.7696726726726726,0.00018956644993980837
0.7776796796796795,0.00017743703092278223
0.7856866866866866,0.00016608890962297072
0.7936936936936936,0.0001554715831592769
0.8017007007007007,0.00014553780782544431
0.8097077077077076,0.0001362433909226547
0.8177147147147146,0.00012754699554469828
0.8257217217217216,0.00011940995755571221
0.8337287287287286,0.00011179611403916068
0.8417357357357357,0.00010467164253424434
0.8497427427427426,9.800491041215965e-05
0.8577497497497496,9.176633377954033e-05
0.8657567567567567,8.592824532995936e-05
0.8737637637637636,8.046477059652769e-05
0.8817707707707707,7.535171208939493e-05
0.8897777777777777,7.056644083134178e-05
